,CO,NO2,O3
7134,1.8,112.0,1195.0
7135,1.6,105.0,1107.0
7136,1.3,96.0,1035.0
7137,1.3,-200.0,1030.0
7138,1.3,87.0,929.0
7139,1.1,75.0,875.0
7140,1.0,82.0,861.0
7141,1.0,83.0,852.0
7142,1.2,88.0,891.0
7143,1.3,106.0,947.0
7144,1.6,112.0,1016.0
7145,2.2,141.0,1201.0
7146,2.2,148.0,1218.0
7147,2.8,171.0,1385.0
7148,2.1,160.0,1311.0
7149,1.6,137.0,1206.0
7150,2.8,167.0,1473.0
7151,2.6,164.0,1460.0
7152,2.8,166.0,1627.0
7153,2.9,167.0,1827.0
7154,3.4,174.0,2004.0
7155,2.9,160.0,-200.0
7156,3.2,169.0,-200.0
7157,3.1,162.0,-200.0
7158,3.0,149.0,-200.0
7159,3.4,158.0,-200.0
7160,3.0,143.0,-200.0
7161,2.7,-200.0,-200.0
7162,-200.0,121.0,-200.0
7163,1.1,92.0,-200.0
7164,1.4,102.0,-200.0
7165,1.8,121.0,-200.0
7166,3.6,164.0,-200.0
7167,3.1,175.0,-200.0
7168,1.9,130.0,-200.0
7169,1.7,117.0,-200.0
7170,1.7,115.0,-200.0
7171,1.6,106.0,-200.0
7172,1.6,102.0,-200.0
7173,1.7,122.0,-200.0
7174,2.2,138.0,-200.0
7175,3.3,162.0,-200.0
7176,3.9,177.0,-200.0
7177,5.0,190.0,-200.0
7178,4.2,182.0,-200.0
7179,3.2,163.0,-200.0
7180,1.7,135.0,-200.0
7181,1.5,130.0,-200.0
7182,1.3,117.0,-200.0
7183,1.2,104.0,-200.0
7184,1.3,97.0,-200.0
7185,0.8,-200.0,-200.0
7186,0.6,72.0,-200.0
7187,0.8,71.0,-200.0
7188,0.9,94.0,-200.0
7189,1.1,118.0,-200.0
7190,3.4,174.0,-200.0
7191,3.6,170.0,-200.0
7192,3.1,171.0,-200.0
7193,3.3,196.0,-200.0
7194,3.4,191.0,-200.0
7195,2.8,165.0,-200.0
7196,2.6,148.0,-200.0
7197,3.0,172.0,-200.0
7198,2.9,165.0,-200.0
7199,3.8,184.0,-200.0
7200,3.8,173.0,-200.0
7201,3.6,174.0,-200.0
7202,4.5,181.0,-200.0
7203,3.7,166.0,-200.0
7204,2.4,150.0,-200.0
7205,1.7,131.0,-200.0
7206,1.7,129.0,-200.0
7207,1.7,120.0,1151.0
7208,1.9,119.0,1185.0
7209,2.0,-200.0,1374.0
7210,2.0,111.0,1405.0
7211,1.7,109.0,1383.0
7212,1.8,110.0,1460.0
7213,2.2,126.0,1612.0
7214,3.7,148.0,1776.0
7215,4.8,162.0,1991.0
7216,4.8,173.0,1944.0
7217,5.2,198.0,2098.0
7218,5.9,219.0,2159.0
7219,5.9,206.0,2005.0
7220,3.1,155.0,1441.0
7221,2.6,150.0,1380.0
7222,2.8,148.0,1409.0
7223,2.8,158.0,1445.0
7224,2.8,152.0,1388.0
7225,3.1,148.0,1411.0
7226,3.3,147.0,1377.0
7227,2.7,144.0,1316.0
7228,2.3,144.0,1210.0
7229,1.6,126.0,1002.0
7230,1.6,115.0,896.0
7231,1.7,116.0,946.0
7232,1.6,112.0,877.0
7233,1.4,-200.0,718.0
7234,-200.0,67.0,643.0
7235,0.9,67.0,745.0
7236,0.8,72.0,656.0
7237,0.7,69.0,682.0
7238,1.1,107.0,829.0
7239,1.5,117.0,961.0
7240,1.5,115.0,960.0
7241,1.6,120.0,940.0
7242,1.6,128.0,938.0
7243,2.0,138.0,1040.0
7244,1.7,127.0,904.0
7245,1.5,111.0,910.0
7246,2.0,122.0,1011.0
7247,1.9,134.0,1038.0
7248,2.1,153.0,1144.0
7249,2.8,169.0,1352.0
7250,2.7,162.0,1365.0
7251,2.4,152.0,1245.0
7252,1.6,127.0,1203.0
7253,1.7,112.0,1120.0
7254,1.3,98.0,972.0
7255,1.4,89.0,878.0
7256,1.2,82.0,853.0
7257,1.0,-200.0,779.0
7258,1.0,77.0,766.0
7259,0.6,55.0,670.0
7260,0.7,63.0,694.0
7261,1.0,69.0,739.0
7262,1.7,99.0,940.0
7263,3.0,125.0,1201.0
7264,2.4,123.0,1106.0
7265,2.2,128.0,1186.0
7266,2.6,149.0,1302.0
7267,2.5,137.0,1368.0
7268,3.0,147.0,1452.0
7269,3.3,168.0,1537.0
7270,3.8,180.0,1651.0
7271,3.6,170.0,1623.0
7272,5.0,180.0,1742.0
7273,5.7,178.0,1639.0
7274,5.0,159.0,1537.0
7275,4.8,156.0,1463.0
7276,3.9,146.0,1379.0
7277,3.3,132.0,1256.0
7278,3.4,137.0,1344.0
7279,2.4,114.0,1089.0
7280,1.4,95.0,949.0
7281,1.4,-200.0,933.0
7282,1.2,88.0,882.0
7283,1.2,94.0,905.0
7284,1.2,97.0,902.0
7285,1.3,93.0,923.0
7286,2.3,113.0,1210.0
7287,3.4,126.0,1468.0
7288,3.0,133.0,1329.0
7289,2.5,141.0,1295.0
7290,2.7,139.0,1365.0
7291,2.8,147.0,1452.0
7292,3.6,175.0,1615.0
7293,3.1,180.0,1599.0
7294,4.3,194.0,1777.0
7295,4.6,192.0,1742.0
7296,4.3,188.0,1739.0
7297,4.3,179.0,1770.0
7298,5.5,196.0,1918.0
7299,3.4,169.0,1581.0
7300,2.4,151.0,1291.0
7301,1.6,123.0,1000.0
7302,1.7,127.0,974.0
7303,1.6,127.0,949.0
7304,1.3,118.0,934.0
7305,0.8,-200.0,730.0
7306,-200.0,55.0,581.0
7307,0.6,44.0,521.0
7308,0.6,46.0,575.0
7309,0.5,46.0,522.0
7310,0.6,61.0,586.0
7311,0.7,60.0,566.0
7312,0.9,71.0,693.0
7313,1.5,111.0,1022.0
7314,1.9,127.0,1152.0
7315,1.9,128.0,1108.0
7316,2.2,142.0,1110.0
7317,3.8,145.0,1306.0
7318,2.0,145.0,1029.0
7319,2.2,156.0,1094.0
7320,3.3,154.0,1282.0
7321,2.7,165.0,1147.0
7322,2.6,153.0,1208.0
7323,2.5,151.0,1192.0
7324,1.5,131.0,1136.0
7325,1.9,128.0,1131.0
7326,2.0,137.0,1071.0
7327,1.7,119.0,1059.0
7328,1.2,96.0,909.0
7329,0.9,-200.0,820.0
7330,0.6,60.0,724.0
7331,-200.0,54.0,707.0
7332,-200.0,66.0,768.0
7333,0.4,104.0,1027.0
7334,2.6,137.0,1502.0
7335,3.5,146.0,1606.0
7336,2.1,136.0,1520.0
7337,2.1,144.0,1566.0
7338,1.7,133.0,1501.0
7339,2.6,148.0,1634.0
7340,2.6,155.0,1587.0
7341,2.4,152.0,1560.0
7342,2.4,145.0,1538.0
7343,2.0,139.0,1491.0
7344,2.0,134.0,1469.0
7345,3.1,128.0,1486.0
7346,3.3,135.0,1494.0
7347,3.3,136.0,1471.0
7348,2.6,126.0,1399.0
7349,1.7,116.0,1192.0
7350,1.8,116.0,1187.0
7351,1.5,107.0,1070.0
7352,1.1,91.0,949.0
7353,0.9,-200.0,830.0
7354,0.7,70.0,854.0
7355,0.7,78.0,835.0
7356,0.9,75.0,887.0
7357,1.3,101.0,1019.0
7358,3.2,136.0,1503.0
7359,5.1,147.0,1687.0
7360,3.7,143.0,1553.0
7361,3.2,153.0,1624.0
7362,3.1,148.0,1637.0
7363,3.0,149.0,1533.0
7364,3.6,141.0,1577.0
7365,3.2,147.0,1532.0
7366,3.9,159.0,1621.0
7367,3.4,152.0,1578.0
7368,3.9,144.0,1631.0
7369,3.6,146.0,1629.0
7370,4.7,162.0,1733.0
7371,4.1,156.0,1622.0
7372,3.4,146.0,1597.0
7373,3.5,151.0,1738.0
7374,1.2,127.0,1350.0
7375,2.4,123.0,1363.0
7376,2.1,122.0,1262.0
7377,1.1,-200.0,1034.0
7378,-200.0,85.0,998.0
7379,1.0,83.0,958.0
7380,1.4,98.0,1078.0
7381,1.8,109.0,1143.0
7382,3.8,138.0,1551.0
7383,4.1,138.0,1669.0
7384,4.4,170.0,1766.0
7385,3.5,191.0,1717.0
7386,3.5,196.0,1738.0
7387,3.8,185.0,1611.0
7388,3.1,156.0,1398.0
7389,3.4,173.0,1497.0
7390,3.3,166.0,1415.0
7391,3.4,173.0,1457.0
7392,4.7,177.0,1669.0
7393,5.7,182.0,1740.0
7394,5.6,166.0,1770.0
7395,5.9,177.0,1734.0
7396,3.6,158.0,1647.0
7397,2.5,133.0,1379.0
7398,2.9,123.0,1331.0
7399,2.5,120.0,1240.0
7400,1.7,105.0,1036.0
7401,1.6,-200.0,969.0
7402,1.1,86.0,826.0
7403,0.9,77.0,798.0
7404,1.0,81.0,817.0
7405,1.6,103.0,1055.0
7406,3.1,127.0,1391.0
7407,4.1,134.0,1665.0
7408,3.9,158.0,1539.0
7409,3.6,175.0,1653.0
7410,3.2,178.0,1586.0
7411,2.2,135.0,1332.0
7412,2.4,133.0,1369.0
7413,2.7,134.0,1373.0
7414,2.7,137.0,1397.0
7415,3.9,160.0,1577.0
7416,5.2,166.0,1783.0
7417,4.0,144.0,1568.0
7418,2.9,129.0,1356.0
7419,3.3,129.0,1419.0
7420,2.0,107.0,1177.0
7421,1.8,101.0,1141.0
7422,2.7,112.0,1179.0
7423,1.8,98.0,1056.0
7424,1.3,90.0,973.0
7425,1.0,-200.0,827.0
7426,1.1,59.0,836.0
7427,1.6,98.0,1085.0
7428,1.3,109.0,959.0
7429,1.4,110.0,1039.0
7430,5.0,159.0,1554.0
7431,4.3,144.0,1546.0
7432,4.1,147.0,1638.0
7433,3.8,179.0,1568.0
7434,3.1,164.0,1433.0
7435,3.3,160.0,1452.0
7436,3.1,143.0,1345.0
7437,2.7,138.0,1336.0
7438,3.4,143.0,1442.0
7439,5.0,196.0,1748.0
7440,5.7,197.0,1776.0
7441,5.8,189.0,1802.0
7442,5.8,188.0,1796.0
7443,5.0,190.0,1600.0
7444,1.7,126.0,1083.0
7445,1.6,113.0,1064.0
7446,2.3,129.0,1104.0
7447,2.4,128.0,1053.0
7448,2.0,122.0,1009.0
7449,1.6,-200.0,908.0
7450,-200.0,115.0,878.0
7451,1.1,92.0,800.0
7452,1.0,70.0,784.0
7453,1.3,83.0,854.0
7454,1.9,127.0,1065.0
7455,2.6,142.0,1161.0
7456,2.7,155.0,1192.0
7457,2.4,153.0,1202.0
7458,2.7,177.0,1338.0
7459,3.1,179.0,1505.0
7460,4.4,212.0,1715.0
7461,3.2,182.0,1473.0
7462,2.9,168.0,1433.0
7463,3.0,179.0,1544.0
7464,3.7,182.0,1648.0
7465,5.2,194.0,1784.0
7466,3.3,166.0,1519.0
7467,3.6,168.0,1532.0
7468,2.3,148.0,1340.0
7469,3.0,151.0,1414.0
7470,3.8,165.0,1499.0
7471,3.2,165.0,1306.0
7472,2.1,128.0,1172.0
7473,1.7,-200.0,1076.0
7474,1.7,115.0,1005.0
7475,1.4,120.0,913.0
7476,1.2,106.0,922.0
7477,1.4,118.0,1026.0
7478,1.4,156.0,952.0
7479,1.7,130.0,915.0
7480,1.0,112.0,687.0
7481,1.0,96.0,597.0
7482,0.8,89.0,527.0
7483,1.0,98.0,573.0
7484,0.8,85.0,492.0
7485,0.7,80.0,463.0
7486,1.1,112.0,565.0
7487,1.1,121.0,632.0
7488,1.2,132.0,691.0
7489,2.0,160.0,943.0
7490,2.2,167.0,985.0
7491,1.5,157.0,821.0
7492,1.2,130.0,767.0
7493,1.5,145.0,895.0
7494,1.4,133.0,791.0
7495,1.2,110.0,770.0
7496,1.0,100.0,839.0
7497,0.6,-200.0,721.0
7498,0.7,79.0,720.0
7499,0.5,79.0,682.0
7500,0.7,90.0,723.0
7501,1.0,95.0,813.0
7502,3.0,169.0,1365.0
7503,4.1,199.0,1472.0
7504,3.1,186.0,1497.0
7505,3.8,208.0,1626.0
7506,2.7,178.0,1476.0
7507,3.1,176.0,1531.0
7508,3.1,177.0,1503.0
7509,3.2,182.0,1488.0
7510,3.3,182.0,1435.0
7511,4.0,193.0,1725.0
7512,8.6,272.0,2331.0
7513,8.7,225.0,2312.0
7514,3.6,181.0,1699.0
7515,3.0,172.0,1587.0
7516,1.9,153.0,1390.0
7517,1.9,143.0,1347.0
7518,1.6,142.0,1268.0
7519,1.4,131.0,1155.0
7520,1.0,105.0,1024.0
7521,0.7,-200.0,968.0
7522,-200.0,83.0,915.0
7523,0.8,87.0,928.0
7524,0.9,106.0,1028.0
7525,1.5,140.0,1210.0
7526,3.1,167.0,1531.0
7527,5.1,175.0,1745.0
7528,5.8,235.0,1974.0
7529,3.8,196.0,1806.0
7530,4.4,211.0,1985.0
7531,4.9,234.0,2068.0
7532,5.2,240.0,2087.0
7533,4.6,243.0,1994.0
7534,4.8,224.0,1971.0
7535,4.9,240.0,1941.0
7536,4.9,215.0,1969.0
7537,5.5,216.0,1813.0
7538,4.2,184.0,1677.0
7539,1.5,152.0,1118.0
7540,0.1,104.0,828.0
7541,0.2,104.0,867.0
7542,0.9,124.0,974.0
7543,1.0,127.0,975.0
7544,0.4,109.0,902.0
7545,-200.0,-200.0,791.0
7546,-200.0,73.0,673.0
7547,-200.0,52.0,578.0
7548,-200.0,57.0,563.0
7549,0.1,89.0,730.0
7550,0.7,128.0,974.0
7551,1.2,152.0,958.0
7552,0.2,128.0,713.0
7553,-200.0,124.0,617.0
7554,-200.0,117.0,591.0
7555,0.3,110.0,661.0
7556,0.6,128.0,856.0
7557,0.2,114.0,639.0
7558,0.2,110.0,647.0
7559,0.7,112.0,646.0
7560,1.8,130.0,846.0
7561,2.2,135.0,857.0
7562,2.3,141.0,942.0
7563,2.6,141.0,945.0
7564,1.1,95.0,562.0
7565,1.2,97.0,657.0
7566,1.8,112.0,723.0
7567,1.1,74.0,555.0
7568,0.9,62.0,472.0
7569,0.7,-200.0,434.0
7570,0.6,40.0,412.0
7571,0.6,45.0,453.0
7572,0.9,93.0,702.0
7573,1.0,104.0,720.0
7574,3.4,162.0,1311.0
7575,4.2,169.0,1444.0
7576,4.4,190.0,1613.0
7577,2.9,170.0,1388.0
7578,2.6,151.0,1379.0
7579,2.6,150.0,1289.0
7580,3.0,154.0,1280.0
7581,2.3,140.0,1059.0
7582,3.0,167.0,1299.0
7583,4.5,204.0,1638.0
7584,6.0,210.0,1946.0
7585,4.3,182.0,1798.0
7586,3.4,165.0,1609.0
7587,2.8,150.0,1531.0
7588,2.1,132.0,1338.0
7589,1.7,120.0,1274.0
7590,1.8,119.0,1200.0
7591,1.6,110.0,1143.0
7592,1.4,94.0,1048.0
7593,1.3,-200.0,1049.0
7594,-200.0,101.0,1172.0
7595,1.3,117.0,1368.0
7596,1.6,121.0,1540.0
7597,2.4,138.0,1575.0
7598,4.5,174.0,1856.0
7599,5.7,179.0,2086.0
7600,4.3,175.0,1948.0
7601,4.2,183.0,2022.0
7602,4.5,189.0,2104.0
7603,5.0,198.0,2195.0
7604,2.9,142.0,1845.0
7605,3.0,139.0,1947.0
7606,3.3,99.0,2171.0
7607,1.4,135.0,1920.0
7608,2.3,223.0,1835.0
7609,1.6,194.0,1919.0
7610,4.9,244.0,2254.0
7611,6.4,243.0,2210.0
7612,3.5,230.0,1961.0
7613,1.7,207.0,1791.0
7614,2.6,223.0,1725.0
7615,1.6,216.0,1553.0
7616,1.5,198.0,1506.0
7617,0.9,-200.0,1398.0
7618,0.5,126.0,1300.0
7619,0.9,144.0,1383.0
7620,0.4,183.0,1413.0
7621,0.5,193.0,1471.0
7622,0.8,196.0,1619.0
7623,1.4,208.0,1673.0
7624,1.6,217.0,1881.0
7625,1.5,246.0,1877.0
7626,1.0,204.0,1818.0
7627,1.0,192.0,1699.0
7628,1.3,186.0,1677.0
7629,0.1,133.0,1088.0
7630,-200.0,126.0,926.0
7631,-200.0,138.0,961.0
7632,0.1,148.0,1066.0
7633,0.4,167.0,1241.0
7634,0.7,175.0,1220.0
7635,2.7,224.0,1613.0
7636,2.1,215.0,1577.0
7637,1.3,196.0,1569.0
7638,0.8,195.0,1445.0
7639,-200.0,181.0,1240.0
7640,-200.0,150.0,1169.0
7641,-200.0,-200.0,1052.0
7642,-200.0,139.0,1006.0
7643,-200.0,74.0,757.0
7644,-200.0,73.0,753.0
7645,-200.0,77.0,737.0
7646,-200.0,98.0,792.0
7647,-200.0,121.0,945.0
7648,-200.0,162.0,1115.0
7649,-200.0,178.0,1131.0
7650,-200.0,206.0,1242.0
7651,-200.0,191.0,1289.0
7652,-200.0,175.0,1276.0
7653,-200.0,169.0,1359.0
7654,-200.0,180.0,1020.0
7655,-200.0,124.0,805.0
7656,-200.0,130.0,857.0
7657,-200.0,141.0,942.0
7658,-200.0,157.0,1020.0
7659,-200.0,123.0,899.0
7660,-200.0,104.0,860.0
7661,-200.0,134.0,954.0
7662,-200.0,105.0,883.0
7663,-200.0,121.0,966.0
7664,0.1,136.0,983.0
7665,-200.0,-200.0,607.0
7666,-200.0,48.0,443.0
7667,0.3,40.0,390.0
7668,0.5,67.0,479.0
7669,0.6,104.0,732.0
7670,1.8,169.0,1149.0
7671,2.0,203.0,1136.0
7672,1.4,183.0,934.0
7673,0.6,151.0,845.0
7674,0.5,138.0,808.0
7675,0.7,127.0,783.0
7676,0.7,-200.0,785.0
7677,1.1,148.0,899.0
7678,1.3,172.0,922.0
7679,1.0,163.0,951.0
7680,1.5,180.0,1051.0
7681,1.5,169.0,967.0
7682,1.2,152.0,861.0
7683,0.3,107.0,631.0
7684,-200.0,75.0,466.0
7685,-200.0,58.0,407.0
7686,-200.0,57.0,387.0
7687,-200.0,44.0,337.0
7688,-200.0,29.0,303.0
7689,-200.0,-200.0,295.0
7690,-200.0,19.0,288.0
7691,-200.0,20.0,274.0
7692,-200.0,35.0,289.0
7693,-200.0,60.0,318.0
7694,0.2,115.0,476.0
7695,0.7,157.0,704.0
7696,0.5,147.0,735.0
7697,0.4,188.0,735.0
7698,0.3,126.0,653.0
7699,0.3,114.0,603.0
7700,0.4,123.0,645.0
7701,0.2,107.0,564.0
7702,0.4,121.0,614.0
7703,0.4,118.0,658.0
7704,0.7,134.0,719.0
7705,1.0,142.0,772.0
7706,1.1,133.0,812.0
7707,0.3,106.0,583.0
7708,0.1,87.0,491.0
7709,-200.0,67.0,400.0
7710,-200.0,55.0,354.0
7711,-200.0,49.0,329.0
7712,-200.0,30.0,296.0
7713,-200.0,-200.0,283.0
7714,-200.0,20.0,266.0
7715,-200.0,17.0,253.0
7716,-200.0,35.0,282.0
7717,-200.0,71.0,353.0
7718,0.3,136.0,519.0
7719,0.6,163.0,681.0
7720,0.3,143.0,583.0
7721,0.1,134.0,628.0
7722,0.1,130.0,566.0
7723,0.2,122.0,572.0
7724,0.5,129.0,637.0
7725,0.3,132.0,579.0
7726,0.3,133.0,666.0
7727,0.3,126.0,707.0
7728,1.0,177.0,990.0
7729,1.4,185.0,1026.0
7730,1.4,169.0,910.0
7731,1.1,151.0,897.0
7732,0.4,114.0,651.0
7733,0.2,90.0,598.0
7734,0.2,87.0,560.0
7735,0.2,83.0,527.0
7736,0.2,74.0,574.0
7737,-200.0,-200.0,422.0
7738,-200.0,28.0,326.0
7739,0.4,26.0,312.0
7740,0.5,61.0,382.0
7741,0.7,91.0,488.0
7742,1.9,184.0,915.0
7743,2.4,204.0,1021.0
7744,2.0,185.0,897.0
7745,1.3,125.0,699.0
7746,1.0,104.0,588.0
7747,1.2,115.0,643.0
7748,1.5,126.0,685.0
7749,1.3,125.0,673.0
7750,1.5,139.0,691.0
7751,1.5,142.0,726.0
7752,2.1,170.0,912.0
7753,2.6,195.0,1048.0
7754,3.0,202.0,1136.0
7755,2.0,168.0,909.0
7756,1.4,128.0,719.0
7757,1.3,115.0,746.0
7758,1.2,111.0,700.0
7759,1.1,97.0,579.0
7760,0.9,77.0,553.0
7761,0.8,-200.0,519.0
7762,0.6,51.0,467.0
7763,0.5,49.0,422.0
7764,0.6,79.0,545.0
7765,0.7,92.0,556.0
7766,1.6,167.0,879.0
7767,2.2,206.0,993.0
7768,1.8,184.0,892.0
7769,1.5,176.0,901.0
7770,1.8,191.0,874.0
7771,1.4,147.0,722.0
7772,2.1,174.0,836.0
7773,1.6,167.0,669.0
7774,1.3,138.0,600.0
7775,1.9,164.0,-200.0
7776,2.4,190.0,-200.0
7777,3.0,198.0,-200.0
7778,1.9,155.0,-200.0
7779,1.8,153.0,-200.0
7780,1.1,110.0,-200.0
7781,1.1,91.0,-200.0
7782,1.1,105.0,-200.0
7783,1.0,85.0,-200.0
7784,0.7,60.0,376.0
7785,0.6,-200.0,336.0
7786,0.5,34.0,330.0
7787,0.5,31.0,321.0
7788,0.4,37.0,334.0
7789,0.5,58.0,395.0
7790,0.8,92.0,473.0
7791,1.1,110.0,553.0
7792,1.1,101.0,545.0
7793,1.1,96.0,547.0
7794,1.1,102.0,527.0
7795,1.1,96.0,505.0
7796,1.2,102.0,550.0
7797,1.0,88.0,465.0
7798,1.2,87.0,467.0
7799,1.3,115.0,555.0
7800,1.4,118.0,551.0
7801,1.3,134.0,569.0
7802,1.4,125.0,594.0
7803,1.5,140.0,598.0
7804,1.0,83.0,434.0
7805,1.0,73.0,412.0
7806,1.1,92.0,469.0
7807,1.3,109.0,515.0
7808,1.0,82.0,430.0
7809,1.1,-200.0,503.0
7810,-200.0,83.0,494.0
7811,0.6,50.0,368.0
7812,0.5,44.0,348.0
7813,0.4,49.0,354.0
7814,0.5,62.0,382.0
7815,0.7,85.0,450.0
7816,0.8,82.0,460.0
7817,0.8,77.0,441.0
7818,1.0,92.0,454.0
7819,0.9,95.0,415.0
7820,0.9,95.0,419.0
7821,0.9,76.0,368.0
7822,1.0,95.0,397.0
7823,1.0,118.0,510.0
7824,1.1,123.0,473.0
7825,1.2,140.0,537.0
7826,1.6,163.0,670.0
7827,1.7,164.0,711.0
7828,1.1,120.0,551.0
7829,1.3,130.0,670.0
7830,1.7,145.0,771.0
7831,1.5,126.0,586.0
7832,0.8,61.0,355.0
7833,0.5,-200.0,310.0
7834,0.4,37.0,292.0
7835,0.4,37.0,293.0
7836,0.4,50.0,328.0
7837,0.7,109.0,479.0
7838,1.8,198.0,979.0
7839,-200.0,-200.0,1469.0
7840,3.5,283.0,1667.0
7841,2.8,256.0,1378.0
7842,3.1,261.0,1426.0
7843,2.5,181.0,1246.0
7844,2.7,194.0,1187.0
7845,2.9,214.0,1363.0
7846,3.2,204.0,1425.0
7847,4.1,228.0,1722.0
7848,6.1,270.0,2051.0
7849,6.8,285.0,2179.0
7850,6.8,282.0,2214.0
7851,3.7,235.0,1799.0
7852,2.1,208.0,1527.0
7853,1.4,161.0,1377.0
7854,1.3,146.0,1317.0
7855,1.1,123.0,1228.0
7856,1.0,109.0,1201.0
7857,0.9,-200.0,1158.0
7858,0.8,115.0,1204.0
7859,0.9,114.0,1216.0
7860,1.1,122.0,1198.0
7861,1.6,149.0,1381.0
7862,3.7,187.0,1873.0
7863,4.8,198.0,2112.0
7864,4.1,196.0,2038.0
7865,4.5,218.0,2118.0
7866,4.5,227.0,2110.0
7867,3.7,181.0,1965.0
7868,4.2,179.0,1888.0
7869,3.3,151.0,1774.0
7870,3.2,162.0,1626.0
7871,3.6,165.0,1761.0
7872,3.5,173.0,1533.0
7873,4.1,188.0,1531.0
7874,4.0,186.0,1477.0
7875,3.3,172.0,1332.0
7876,3.0,150.0,1210.0
7877,2.6,137.0,1167.0
7878,2.6,133.0,1133.0
7879,2.6,122.0,1109.0
7880,2.9,130.0,1218.0
7881,2.9,-200.0,1222.0
7882,2.5,121.0,1149.0
7883,2.0,115.0,1090.0
7884,2.2,125.0,1114.0
7885,2.4,136.0,1089.0
7886,4.0,174.0,1446.0
7887,6.7,224.0,1930.0
7888,5.6,230.0,1809.0
7889,4.3,205.0,1769.0
7890,4.0,204.0,1696.0
7891,2.6,139.0,1086.0
7892,2.2,133.0,1048.0
7893,1.9,127.0,990.0
7894,1.8,124.0,1027.0
7895,3.1,158.0,1359.0
7896,4.8,171.0,1618.0
7897,5.8,193.0,1869.0
7898,5.9,195.0,2033.0
7899,4.1,212.0,1756.0
7900,1.8,193.0,1446.0
7901,1.7,167.0,1423.0
7902,1.7,156.0,1278.0
7903,1.5,153.0,1265.0
7904,1.1,128.0,1107.0
7905,0.9,-200.0,1014.0
7906,-200.0,96.0,1011.0
7907,0.3,105.0,1006.0
7908,0.4,130.0,1010.0
7909,0.6,134.0,1067.0
7910,3.0,275.0,1630.0
7911,5.6,309.0,2030.0
7912,4.9,322.0,1916.0
7913,3.5,333.0,1761.0
7914,2.2,235.0,1597.0
7915,2.7,241.0,1776.0
7916,2.7,214.0,1636.0
7917,2.1,174.0,1480.0
7918,2.0,157.0,1413.0
7919,2.4,170.0,1611.0
7920,6.7,212.0,2186.0
7921,6.4,249.0,2203.0
7922,3.9,231.0,1891.0
7923,2.7,216.0,1662.0
7924,3.0,217.0,1674.0
7925,2.1,203.0,1462.0
7926,1.2,161.0,1273.0
7927,1.2,147.0,1174.0
7928,0.7,111.0,1031.0
7929,0.9,-200.0,1082.0
7930,0.8,115.0,991.0
7931,0.4,80.0,925.0
7932,0.7,122.0,1017.0
7933,1.4,186.0,1187.0
7934,4.0,306.0,1638.0
7935,3.9,301.0,1672.0
7936,3.1,274.0,1656.0
7937,3.2,247.0,1641.0
7938,1.5,169.0,1117.0
7939,1.2,138.0,901.0
7940,1.9,149.0,1046.0
7941,1.5,165.0,884.0
7942,1.4,156.0,821.0
7943,1.9,184.0,1056.0
7944,2.2,197.0,1139.0
7945,3.0,204.0,1248.0
7946,2.6,207.0,1200.0
7947,2.8,208.0,1220.0
7948,1.6,174.0,1032.0
7949,1.3,157.0,971.0
7950,1.6,166.0,1011.0
7951,1.5,167.0,1049.0
7952,1.3,154.0,1053.0
7953,1.6,-200.0,1157.0
7954,2.0,164.0,1163.0
7955,1.3,149.0,1018.0
7956,0.9,150.0,1121.0
7957,1.4,205.0,1200.0
7958,3.1,283.0,1403.0
7959,4.1,310.0,1365.0
7960,1.3,200.0,940.0
7961,0.9,147.0,750.0
7962,1.0,128.0,652.0
7963,1.0,121.0,643.0
7964,1.1,129.0,629.0
7965,0.8,110.0,549.0
7966,1.0,126.0,578.0
7967,0.9,121.0,582.0
7968,0.9,142.0,694.0
7969,1.6,174.0,926.0
7970,1.4,168.0,915.0
7971,1.4,180.0,986.0
7972,1.1,157.0,840.0
7973,1.2,162.0,939.0
7974,1.8,173.0,869.0
7975,1.4,176.0,908.0
7976,1.4,172.0,1051.0
7977,0.9,-200.0,922.0
7978,-200.0,108.0,871.0
7979,0.8,88.0,793.0
7980,0.7,85.0,753.0
7981,0.7,88.0,737.0
7982,0.6,94.0,722.0
7983,0.8,115.0,737.0
7984,1.3,137.0,913.0
7985,2.0,212.0,1117.0
7986,1.7,173.0,774.0
7987,1.2,135.0,558.0
7988,1.0,100.0,420.0
7989,0.8,78.0,363.0
7990,1.0,100.0,410.0
7991,1.4,150.0,568.0
7992,1.1,142.0,570.0
7993,1.6,165.0,774.0
7994,1.8,179.0,857.0
7995,1.4,149.0,737.0
7996,1.1,126.0,610.0
7997,1.0,120.0,627.0
7998,1.1,110.0,566.0
7999,1.0,92.0,517.0
8000,0.8,78.0,484.0
8001,0.6,-200.0,482.0
8002,0.6,65.0,496.0
8003,0.6,73.0,623.0
8004,0.6,85.0,696.0
8005,0.8,133.0,916.0
8006,2.3,246.0,1309.0
8007,2.8,281.0,1396.0
8008,2.1,222.0,1226.0
8009,1.7,182.0,1002.0
8010,1.4,154.0,769.0
8011,1.6,168.0,784.0
8012,1.4,149.0,643.0
8013,1.3,156.0,682.0
8014,1.4,156.0,692.0
8015,1.7,187.0,926.0
8016,1.9,194.0,996.0
8017,2.3,204.0,1095.0
8018,2.0,174.0,1058.0
8019,1.6,154.0,893.0
8020,1.0,117.0,681.0
8021,0.9,98.0,599.0
8022,0.9,90.0,550.0
8023,0.9,74.0,470.0
